entity_id,label_value,score,race,sex
4464,1,0.0,Other,Male
4465,1,0.0,White,Female
4466,1,0.0,White,Female
4467,1,1.0,Other,Male
4468,1,1.0,White,Female
4469,1,1.0,White,Female
4470,1,1.0,White,Male
4471,1,0.0,Hispanic,Female
4472,1,1.0,Other,Male
4473,1,0.0,White,Male
4474,0,0.0,Hispanic,Male
4475,1,1.0,White,Female
4476,1,1.0,White,Female
4477,1,1.0,White,Female
4478,1,1.0,White,Female
4479,1,1.0,White,Male
4480,1,0.0,Hispanic,Male
4481,1,1.0,White,Male
4482,1,1.0,Hispanic,Male
4483,1,1.0,White,Male
4484,0,0.0,White,Male
4485,1,1.0,Hispanic,Female
4486,0,0.0,Asian,Female
4487,1,0.0,White,Male
4488,1,1.0,Asian,Male
4489,1,1.0,White,Male
4490,1,0.0,White,Female
4491,1,0.0,White,Male
4492,1,1.0,White,Male
4493,1,0.0,Hispanic,Female
4494,1,1.0,White,Female
4495,1,0.0,White,Male
4496,1,0.0,White,Female
4497,1,1.0,White,Male
4498,1,1.0,White,Female
4499,1,1.0,White,Female
4500,1,1.0,White,Male
4501,0,1.0,White,Male
4502,1,0.0,White,Female
4503,1,1.0,White,Female
4504,1,1.0,White,Female
4505,1,0.0,White,Male
4506,1,1.0,White,Male
4507,1,0.0,White,Male
4508,1,1.0,White,Male
4509,1,0.0,White,Female
4510,1,1.0,White,Male
4511,1,0.0,White,Male
4512,1,0.0,White,Female
4513,1,0.0,White,Male
4514,1,0.0,White,Male
4515,1,1.0,White,Male
4516,1,1.0,White,Female
4517,1,1.0,White,Female
4518,1,0.0,White,Male
4519,1,0.0,White,Female
4520,1,1.0,White,Female
4521,1,0.0,White,Male
4522,1,0.0,White,Female
4523,1,1.0,White,Female
4524,1,0.0,White,Female
4525,1,1.0,White,Male
4526,1,1.0,White,Male
4527,1,0.0,Other,Male
4528,1,0.0,White,Female
4529,1,0.0,White,Male
4530,0,1.0,White,Male
4531,1,0.0,White,Male
4532,0,0.0,White,Female
4533,1,1.0,White,Male
4534,0,0.0,White,Male
4535,0,0.0,White,Male
4536,1,1.0,White,Male
4537,1,0.0,White,Male
4538,0,0.0,White,Female
4539,1,1.0,White,Male
4540,1,0.0,White,Male
4541,1,1.0,White,Female
4542,1,0.0,White,Male
4543,1,0.0,White,Female
4544,1,1.0,White,Male
4545,1,1.0,White,Male
4546,1,1.0,White,Male
4547,1,1.0,White,Male
4548,1,0.0,White,Female
4549,1,0.0,Black,Female
4550,1,1.0,White,Male
4551,0,0.0,White,Male
4552,1,0.0,White,Male
4553,1,1.0,White,Male
4554,1,1.0,White,Male
4555,1,1.0,White,Female
4556,1,0.0,White,Female
4557,1,1.0,White,Female
4558,1,1.0,White,Female
4559,1,1.0,White,Male
4560,1,0.0,White,Male
4561,1,1.0,White,Male
4562,1,1.0,White,Female
4563,1,1.0,White,Female
4564,1,0.0,Black,Female
4565,1,1.0,White,Male
4566,1,1.0,White,Male
4567,1,1.0,White,Male
4568,0,1.0,White,Male
4569,1,0.0,White,Male
4570,1,1.0,White,Male
4571,1,1.0,White,Male
4572,1,1.0,Asian,Male
4573,1,1.0,White,Male
4574,1,1.0,White,Female
4575,1,0.0,White,Female
4576,1,1.0,White,Female
4577,1,1.0,White,Male
4578,1,0.0,White,Female
4579,1,1.0,White,Male
4580,1,0.0,White,Male
4581,1,0.0,Black,Female
4582,0,0.0,Asian,Male
4583,1,0.0,White,Female
4584,1,1.0,Hispanic,Female
4585,1,0.0,White,Male
4586,1,0.0,White,Male
4587,1,1.0,White,Male
4588,1,0.0,White,Male
4589,1,1.0,White,Female
4590,1,1.0,White,Female
4591,1,1.0,White,Female
4592,1,0.0,White,Male
4593,1,1.0,White,Male
4594,1,1.0,White,Female
4595,1,1.0,White,Female
4596,1,0.0,White,Female
4597,1,0.0,White,Male
4598,1,0.0,Black,Female
4599,1,0.0,White,Female
4600,1,1.0,White,Male
4601,1,1.0,White,Female
4602,1,0.0,White,Male
4603,1,1.0,White,Male
4604,1,1.0,White,Male
4605,1,1.0,White,Female
4606,1,1.0,White,Female
4607,1,1.0,White,Male
4608,0,0.0,Hispanic,Male
4609,1,0.0,White,Female
4610,1,1.0,White,Male
4611,1,1.0,White,Male
4612,1,0.0,White,Male
4613,1,0.0,White,Female
4614,1,0.0,White,Female
4615,1,0.0,White,Male
4616,1,1.0,White,Female
4617,0,0.0,White,Female
4618,1,1.0,White,Female
4619,0,1.0,White,Male
4620,1,1.0,White,Male
4621,1,1.0,White,Male
4622,1,1.0,White,Male
4623,1,0.0,White,Male
4624,1,1.0,White,Female
4625,1,1.0,White,Male
4626,1,0.0,White,Male
4627,1,0.0,White,Female
4628,1,1.0,White,Female
4629,1,0.0,White,Male
4630,1,1.0,White,Male
4631,1,1.0,White,Male
4632,1,1.0,White,Male
4633,1,1.0,White,Male
4634,1,1.0,Black,Female
4635,1,1.0,White,Male
4636,1,0.0,White,Male
4637,1,0.0,White,Female
4638,1,0.0,White,Male
4639,1,0.0,White,Male
4640,1,0.0,White,Male
4641,1,0.0,White,Female
4642,1,0.0,White,Male
4643,1,1.0,White,Female
4644,1,1.0,White,Female
4645,1,0.0,Asian,Female
4646,1,0.0,White,Male
4647,1,1.0,White,Male
4648,1,1.0,White,Male
4649,1,0.0,White,Male
4650,1,1.0,White,Female
4651,1,1.0,White,Male
4652,1,1.0,White,Male
4653,1,1.0,White,Male
4654,1,1.0,White,Male
4655,1,1.0,White,Male
4656,1,0.0,White,Male
4657,1,1.0,White,Male
4658,1,1.0,White,Male
4659,1,1.0,White,Female
4660,1,1.0,White,Female
4661,1,0.0,White,Female
4662,1,1.0,White,Male
4663,1,1.0,White,Female
4664,1,0.0,White,Female
4665,1,1.0,White,Male
4666,1,1.0,White,Female
4667,1,1.0,White,Male
4668,0,0.0,Hispanic,Male
4669,1,0.0,Hispanic,Female
4670,1,1.0,White,Female
4671,1,0.0,White,Male
4672,0,0.0,White,Male
4673,1,0.0,White,Female
4674,1,1.0,White,Male
4675,1,1.0,White,Male
4676,1,0.0,Black,Female
4677,1,0.0,White,Female
4678,1,0.0,White,Male
4679,0,0.0,White,Male
4680,1,1.0,White,Male
4681,0,0.0,White,Female
4682,1,0.0,Asian,Male
4683,1,0.0,White,Female
4684,1,1.0,White,Female
4685,1,1.0,White,Male
4686,1,0.0,White,Male
4687,0,0.0,Black,Female
4688,1,0.0,White,Male
4689,1,1.0,White,Male
4690,0,0.0,Black,Female
4691,1,1.0,White,Female
4692,1,1.0,White,Male
4693,0,0.0,White,Female
4694,1,0.0,Black,Female
4695,1,0.0,White,Female
4696,1,1.0,White,Male
4697,1,0.0,White,Male
4698,1,0.0,White,Female
4699,1,0.0,White,Male
4700,0,0.0,White,Female
4701,1,1.0,White,Female
4702,1,1.0,White,Female
4703,1,1.0,White,Male
4704,1,0.0,White,Male
4705,1,1.0,White,Male
4706,1,0.0,White,Female
4707,1,1.0,White,Male
4708,1,1.0,White,Male
4709,1,1.0,White,Female
4710,1,0.0,White,Male
4711,1,1.0,White,Male
4712,1,0.0,White,Female
4713,1,1.0,White,Male
4714,1,1.0,White,Male
4715,1,0.0,White,Male
4716,1,1.0,White,Male
4717,1,1.0,White,Male
4718,1,1.0,White,Male
4719,1,0.0,White,Male
4720,1,0.0,White,Male
4721,1,0.0,White,Male
4722,1,0.0,White,Male
4723,1,0.0,White,Male
4724,1,1.0,White,Male
4725,1,1.0,White,Male
4726,1,1.0,White,Male
4727,1,1.0,White,Female
4728,1,1.0,White,Male
4729,1,1.0,White,Female
4730,1,1.0,White,Female
4731,1,1.0,White,Male
4732,1,0.0,White,Male
4733,1,1.0,White,Female
4734,1,0.0,White,Female
4735,1,1.0,White,Female
4736,1,0.0,White,Male
4737,1,0.0,White,Male
4738,1,0.0,White,Female
4739,1,0.0,White,Male
4740,1,1.0,White,Male
4741,1,0.0,Black,Male
4742,1,0.0,White,Male
4743,1,0.0,White,Female
4744,1,0.0,White,Male
4745,1,0.0,White,Female
4746,1,0.0,White,Male
4747,1,0.0,White,Female
4748,1,1.0,White,Male
4749,1,0.0,White,Female
4750,1,1.0,White,Female
4751,1,1.0,White,Female
4752,1,1.0,White,Female
4753,1,0.0,White,Male
4754,1,0.0,White,Male
4755,1,1.0,White,Male
4756,1,1.0,White,Female
4757,1,1.0,White,Male
4758,1,1.0,White,Male
4759,1,0.0,White,Male
4760,1,1.0,White,Male
4761,1,0.0,White,Female
4762,1,1.0,White,Male
4763,1,0.0,White,Male
4764,1,0.0,White,Male
4765,1,0.0,White,Male
4766,1,1.0,White,Male
4767,1,0.0,White,Female
4768,1,0.0,White,Male
4769,1,0.0,White,Male
4770,1,0.0,White,Female
4771,1,0.0,Black,Female
4772,1,1.0,White,Female
4773,1,1.0,White,Male
4774,1,1.0,White,Male
4775,1,1.0,White,Female
4776,1,0.0,White,Male
4777,1,0.0,White,Male
4778,1,1.0,White,Male
4779,1,1.0,White,Male
4780,1,1.0,White,Male
4781,1,0.0,White,Female
4782,1,1.0,White,Male
4783,1,1.0,White,Female
4784,1,0.0,White,Male
4785,1,1.0,White,Female
4786,1,1.0,White,Male
4787,1,1.0,White,Male
4788,1,1.0,White,Female
4789,1,0.0,White,Male
4790,1,1.0,White,Male
4791,1,1.0,White,Male
4792,1,1.0,White,Male
4793,1,0.0,White,Female
4794,1,1.0,White,Male
4795,1,1.0,White,Female
4796,1,1.0,White,Female
4797,1,0.0,Black,Female
4798,1,0.0,White,Female
4799,1,0.0,Black,Female
4800,1,0.0,White,Male
4801,1,0.0,White,Male
4802,1,1.0,White,Female
4803,1,0.0,White,Male
4804,1,0.0,White,Male
4805,1,0.0,White,Male
4806,1,0.0,White,Male
4807,1,1.0,White,Male
4808,1,0.0,White,Female
4809,1,0.0,White,Male
4810,1,0.0,White,Male
4811,1,0.0,Black,Female
4812,1,1.0,White,Female
4813,1,0.0,White,Male
4814,1,0.0,White,Female
4815,1,1.0,White,Female
4816,1,1.0,Asian,Male
4817,1,0.0,White,Female
4818,1,1.0,White,Female
4819,1,1.0,White,Male
4820,1,1.0,White,Male
4821,1,0.0,White,Male
4822,1,1.0,White,Male
4823,1,0.0,White,Male
4824,1,1.0,White,Male
4825,1,1.0,White,Male
4826,1,0.0,White,Male
4827,1,0.0,White,Male
4828,1,0.0,White,Male
4829,1,0.0,White,Female
4830,1,1.0,White,Female
4831,1,0.0,White,Male
4832,1,0.0,White,Female
4833,1,0.0,White,Female
4834,1,1.0,White,Female
4835,1,0.0,White,Female
4836,1,1.0,White,Male
4837,1,1.0,White,Female
4838,1,0.0,White,Female
4839,1,0.0,White,Female
4840,1,0.0,White,Male
4841,1,0.0,White,Female
4842,1,1.0,White,Male
4843,0,1.0,White,Female
4844,1,1.0,White,Male
4845,1,0.0,White,Female
4846,1,1.0,White,Male
4847,1,0.0,Hispanic,Male
4848,1,1.0,White,Male
4849,0,1.0,White,Male
4850,0,0.0,Asian,Male
4851,1,1.0,Asian,Male
4852,1,1.0,Other,Male
4853,1,1.0,Asian,Male
4854,1,0.0,White,Female
4855,1,1.0,White,Male
4856,1,1.0,White,Female
4857,1,1.0,White,Female
4858,1,1.0,White,Male
4859,1,1.0,White,Male
4860,0,0.0,White,Female
4861,0,0.0,White,Male
4862,1,1.0,Hispanic,Male
4863,0,0.0,White,Female
4864,1,1.0,White,Male
4865,1,1.0,White,Male
4866,0,1.0,White,Male
4867,1,0.0,Asian,Female
4868,1,0.0,White,Female
4869,1,0.0,White,Male
4870,1,1.0,White,Male
4871,1,0.0,White,Female
4872,0,1.0,White,Female
4873,1,1.0,White,Male
4874,1,0.0,White,Male
4875,0,1.0,White,Male
4876,1,1.0,Hispanic,Male
4877,0,0.0,Black,Female
4878,1,0.0,White,Male
4879,1,1.0,White,Female
4880,0,1.0,Hispanic,Male
4881,0,1.0,White,Male
4882,1,1.0,White,Female
4883,1,0.0,White,Male
4884,1,1.0,White,Female
4885,1,1.0,White,Female
4886,1,1.0,White,Male
4887,0,0.0,White,Female
4888,1,0.0,Asian,Male
4889,1,1.0,White,Female
4890,1,1.0,Other,Female
4891,1,1.0,White,Female
4892,1,0.0,White,Female
4893,1,1.0,White,Male
4894,1,1.0,White,Female
4895,1,1.0,Black,Female
4896,1,0.0,White,Male
4897,1,1.0,White,Male
4898,1,1.0,Hispanic,Male
4899,1,1.0,White,Female
4900,1,0.0,Hispanic,Female
4901,1,0.0,White,Female
4902,1,1.0,White,Female
4903,1,0.0,Hispanic,Male
4904,1,1.0,White,Female
4905,1,1.0,Asian,Female
4906,1,0.0,Hispanic,Female
4907,0,0.0,Hispanic,Female
4908,1,1.0,White,Male
4909,1,1.0,Asian,Female
4910,1,1.0,White,Male
4911,1,1.0,White,Male
4912,1,1.0,Other,Male
4913,1,0.0,Black,Female
4914,1,1.0,White,Male
4915,0,0.0,Other,Male
4916,0,0.0,White,Male
4917,0,0.0,White,Male
4918,1,1.0,White,Male
4919,1,1.0,White,Male
4920,1,1.0,Asian,Male
4921,1,0.0,White,Male
4922,1,0.0,White,Female
4923,1,0.0,White,Female
4924,1,0.0,White,Male
4925,1,1.0,White,Female
4926,1,1.0,White,Female
4927,1,1.0,White,Female
4928,0,0.0,Asian,Male
4929,1,1.0,White,Female
4930,1,1.0,White,Male
4931,0,0.0,Hispanic,Male
4932,1,1.0,White,Male
4933,1,1.0,White,Male
4934,1,0.0,White,Male
4935,1,0.0,White,Male
4936,1,0.0,Asian,Male
4937,1,1.0,White,Male
4938,1,1.0,Hispanic,Female
4939,1,1.0,White,Female
4940,0,0.0,White,Female
4941,1,1.0,Other,Female
4942,0,0.0,White,Male
4943,1,1.0,White,Male
4944,1,1.0,White,Male
4945,1,0.0,White,Male
4946,0,1.0,White,Female
4947,1,1.0,Asian,Male
4948,1,1.0,White,Male
4949,1,0.0,Asian,Female
4950,1,0.0,White,Male
4951,1,0.0,White,Female
4952,1,0.0,White,Male
4953,1,1.0,Other,Female
4954,1,0.0,White,Male
4955,1,1.0,Asian,Female
4956,1,0.0,Asian,Male
4957,1,1.0,White,Female
4958,1,1.0,White,Male
4959,1,0.0,Hispanic,Male
4960,0,0.0,White,Male
4961,1,1.0,White,Male
4962,0,0.0,White,Female
4963,1,1.0,Asian,Female
4964,1,0.0,White,Male
4965,1,1.0,White,Male
4966,0,0.0,White,Male
4967,0,1.0,White,Male
4968,0,1.0,White,Male
4969,0,0.0,White,Male
4970,1,1.0,White,Female
4971,1,0.0,White,Male
4972,1,1.0,White,Female
4973,1,1.0,White,Male
4974,1,1.0,White,Male
4975,1,1.0,White,Female
4976,1,1.0,White,Male
4977,1,0.0,White,Male
4978,1,1.0,White,Male
4979,1,1.0,White,Female
4980,1,0.0,White,Male
4981,1,0.0,White,Female
4982,1,1.0,White,Male
4983,0,0.0,Black,Male
4984,1,1.0,White,Female
4985,1,0.0,White,Female
4986,1,0.0,White,Male
4987,1,1.0,White,Male
4988,1,0.0,White,Male
4989,1,1.0,White,Male
4990,1,0.0,White,Male
4991,1,1.0,White,Male
4992,1,0.0,White,Male
4993,1,1.0,White,Male
4994,1,1.0,White,Male
4995,1,1.0,Hispanic,Male
4996,0,0.0,Black,Female
4997,1,1.0,White,Male
4998,1,1.0,Hispanic,Male
4999,0,0.0,White,Male
5000,1,0.0,White,Male
5001,1,0.0,Hispanic,Male
5002,1,1.0,White,Male
5003,1,0.0,White,Male
5004,1,1.0,Hispanic,Male
5005,1,0.0,White,Male
5006,0,0.0,White,Male
5007,1,0.0,White,Female
5008,1,1.0,White,Female
5009,1,1.0,Hispanic,Female
5010,1,1.0,White,Male
5011,0,0.0,Hispanic,Female
5012,1,0.0,White,Female
5013,1,1.0,White,Female
5014,1,0.0,White,Female
5015,1,1.0,White,Male
5016,1,1.0,White,Male
5017,1,1.0,White,Female
5018,1,1.0,White,Male
5019,1,0.0,White,Male
5020,1,0.0,White,Male
5021,1,1.0,White,Male
5022,1,0.0,White,Male
5023,1,1.0,White,Male
5024,1,1.0,White,Female
5025,1,0.0,White,Male
5026,1,0.0,White,Male
5027,1,1.0,White,Male
5028,1,1.0,White,Female
5029,1,1.0,White,Male
5030,1,1.0,White,Female
5031,1,1.0,White,Female
5032,0,0.0,Black,Male
5033,1,1.0,White,Male
5034,1,1.0,White,Male
5035,1,1.0,White,Male
5036,1,0.0,White,Male
5037,1,0.0,White,Male
5038,1,0.0,Hispanic,Female
5039,1,0.0,White,Female
5040,1,0.0,White,Female
5041,0,0.0,White,Male
5042,1,1.0,Hispanic,Male
5043,1,0.0,Black,Female
5044,1,1.0,White,Male
5045,1,1.0,White,Male
5046,1,1.0,White,Male
5047,0,0.0,White,Female
5048,1,1.0,White,Male
5049,1,1.0,White,Female
5050,1,0.0,White,Female
5051,0,1.0,Hispanic,Female
5052,1,1.0,White,Male
5053,1,1.0,White,Male
5054,1,1.0,White,Male
5055,1,0.0,White,Female
5056,1,0.0,White,Female
5057,1,0.0,White,Male
5058,1,1.0,White,Female
5059,1,1.0,White,Male
5060,1,0.0,White,Female
5061,1,1.0,White,Male
5062,0,0.0,White,Male
5063,1,1.0,White,Female
5064,1,0.0,White,Male
5065,1,0.0,White,Female
5066,1,1.0,White,Female
5067,1,1.0,White,Male
5068,1,0.0,White,Male
5069,1,0.0,White,Male
5070,1,0.0,White,Male
5071,1,1.0,White,Female
5072,1,1.0,White,Male
5073,1,1.0,White,Male
5074,1,1.0,White,Male
5075,1,0.0,White,Female
5076,1,0.0,White,Male
5077,1,0.0,White,Male
5078,1,0.0,White,Female
5079,1,0.0,White,Male
5080,1,1.0,White,Male
5081,1,0.0,White,Female
5082,1,1.0,White,Male
5083,0,0.0,Hispanic,Male
5084,1,1.0,White,Male
5085,0,0.0,Black,Female
5086,1,1.0,White,Female
5087,1,0.0,Black,Female
5088,1,0.0,White,Female
5089,1,1.0,White,Male
5090,1,0.0,White,Female
5091,0,0.0,Black,Female
5092,1,0.0,White,Male
5093,1,1.0,White,Male
5094,1,0.0,Hispanic,Male
5095,0,0.0,Black,Female
5096,1,1.0,White,Female
5097,1,0.0,White,Male
5098,1,1.0,White,Female
5099,1,0.0,White,Male
5100,1,1.0,White,Female
5101,1,1.0,White,Female
5102,1,0.0,White,Male
5103,1,1.0,White,Female
5104,1,1.0,White,Female
5105,1,0.0,White,Male
5106,1,1.0,White,Female
5107,1,1.0,White,Male
5108,1,0.0,White,Male
5109,1,0.0,Other,Male
5110,1,1.0,White,Male
5111,1,0.0,White,Male
5112,1,1.0,White,Female
5113,1,1.0,White,Male
5114,1,1.0,White,Male
5115,1,0.0,White,Female
5116,1,1.0,White,Male
5117,1,0.0,White,Male
5118,1,1.0,Hispanic,Male
5119,0,0.0,White,Female
5120,1,1.0,White,Male
5121,1,0.0,White,Female
5122,1,1.0,White,Female
5123,1,0.0,Other,Female
5124,1,1.0,White,Male
5125,1,0.0,White,Male
5126,1,0.0,White,Male
5127,1,1.0,White,Male
5128,1,1.0,White,Female
5129,1,0.0,White,Female
5130,1,1.0,White,Female
5131,1,1.0,White,Female
5132,1,1.0,White,Male
5133,1,1.0,White,Female
5134,1,0.0,Hispanic,Male
5135,0,0.0,Black,Female
5136,1,1.0,White,Female
5137,1,1.0,White,Female
5138,1,1.0,White,Male
5139,1,1.0,White,Female
5140,1,1.0,White,Male
5141,1,1.0,White,Female
5142,1,1.0,White,Female
5143,1,1.0,White,Male
5144,1,0.0,White,Male
5145,1,1.0,White,Male
5146,1,0.0,White,Male
5147,1,0.0,Hispanic,Female
5148,1,1.0,White,Male
5149,0,0.0,White,Female
5150,1,1.0,White,Male
5151,1,0.0,White,Male
5152,1,0.0,Hispanic,Female
5153,1,1.0,White,Male
5154,1,0.0,Asian,Male
5155,1,1.0,White,Female
5156,1,0.0,White,Female
5157,1,1.0,White,Female
5158,1,1.0,White,Female
5159,1,0.0,White,Male
5160,1,0.0,Hispanic,Male
5161,1,1.0,White,Male
5162,1,1.0,White,Female
5163,1,1.0,White,Male
5164,1,1.0,White,Male
5165,0,0.0,White,Female
5166,0,0.0,Black,Male
5167,1,0.0,White,Female
5168,1,1.0,White,Male
5169,1,1.0,White,Male
5170,1,1.0,White,Male
5171,1,0.0,White,Male
5172,1,1.0,White,Male
5173,1,0.0,White,Male
5174,1,1.0,White,Male
5175,1,1.0,White,Female
5176,1,0.0,White,Male
5177,1,1.0,White,Female
5178,1,0.0,White,Female
5179,1,1.0,White,Male
5180,1,1.0,White,Female
5181,1,0.0,White,Male
5182,1,0.0,White,Male
5183,1,1.0,White,Male
5184,1,1.0,White,Female
5185,1,1.0,White,Male
5186,0,0.0,White,Female
5187,1,1.0,White,Male
5188,1,1.0,White,Female
5189,1,0.0,White,Female
5190,1,1.0,White,Male
5191,1,1.0,Hispanic,Female
5192,1,1.0,White,Male
5193,1,1.0,Hispanic,Male
5194,1,1.0,White,Female
5195,1,1.0,White,Male
5196,0,0.0,Black,Male
5197,0,0.0,Black,Female
5198,0,0.0,Black,Female
5199,1,1.0,White,Male
5200,1,1.0,White,Male
5201,1,0.0,White,Male
5202,1,1.0,White,Male
5203,1,0.0,White,Male
5204,1,0.0,White,Female
5205,1,0.0,White,Male
5206,1,0.0,Hispanic,Male
5207,1,0.0,Hispanic,Female
5208,0,0.0,Other,Male
5209,1,1.0,White,Male
5210,1,0.0,White,Male
5211,1,0.0,Hispanic,Male
5212,1,0.0,Hispanic,Male
5213,1,0.0,White,Female
5214,1,1.0,White,Male
5215,1,1.0,White,Female
5216,1,1.0,White,Male
5217,1,0.0,Black,Male
5218,1,1.0,White,Male
5219,1,1.0,White,Female
5220,1,1.0,White,Female
5221,1,1.0,White,Male
5222,1,1.0,White,Female
5223,1,1.0,White,Female
5224,1,0.0,White,Female
5225,1,0.0,White,Male
5226,1,0.0,Black,Female
5227,1,1.0,White,Female
5228,1,1.0,Asian,Female
5229,1,1.0,Hispanic,Female
5230,0,0.0,Black,Female
5231,1,0.0,White,Male
5232,1,0.0,White,Female
5233,0,0.0,Black,Female
5234,1,0.0,White,Male
5235,1,0.0,White,Female
5236,1,0.0,White,Female
5237,1,0.0,White,Male
5238,1,1.0,White,Female
5239,1,0.0,White,Female
5240,1,0.0,White,Male
5241,1,1.0,White,Male
5242,1,1.0,White,Male
5243,1,1.0,White,Male
5244,1,1.0,White,Male
5245,1,1.0,White,Male
5246,1,0.0,White,Male
5247,1,0.0,Hispanic,Male
5248,1,1.0,White,Male
5249,1,0.0,Asian,Female
5250,1,1.0,White,Female
5251,1,0.0,White,Female
5252,1,0.0,White,Female
5253,1,1.0,White,Male
5254,1,1.0,White,Male
5255,1,1.0,White,Male
5256,1,0.0,White,Male
5257,1,1.0,White,Male
5258,1,1.0,White,Male
5259,1,0.0,Hispanic,Male
5260,1,0.0,White,Female
5261,1,1.0,White,Male
5262,1,0.0,White,Male
5263,1,1.0,Black,Female
5264,1,0.0,White,Male
5265,1,1.0,White,Female
5266,1,1.0,White,Female
5267,0,0.0,Hispanic,Female
5268,1,0.0,Asian,Male
5269,1,0.0,Hispanic,Male
5270,1,0.0,White,Female
5271,1,0.0,White,Female
5272,1,1.0,White,Female
5273,1,0.0,White,Male
5274,1,1.0,White,Male
5275,1,0.0,White,Male
5276,1,0.0,Hispanic,Female
5277,1,1.0,White,Male
5278,1,1.0,White,Male
5279,1,1.0,White,Female
5280,1,0.0,White,Male
5281,1,1.0,White,Male
5282,1,1.0,White,Male
5283,1,1.0,White,Male
5284,1,1.0,White,Male
5285,1,1.0,White,Male
5286,1,0.0,Black,Female
5287,1,0.0,Hispanic,Female
5288,1,0.0,White,Female
5289,1,1.0,White,Male
5290,1,1.0,White,Male
5291,1,1.0,White,Male
5292,1,0.0,White,Male
5293,1,1.0,White,Female
5294,1,1.0,White,Male
5295,1,1.0,White,Male
5296,1,0.0,White,Male
5297,1,0.0,Hispanic,Male
5298,1,1.0,White,Male
5299,1,1.0,White,Female
5300,1,1.0,White,Female
5301,1,0.0,White,Male
5302,1,1.0,White,Male
5303,1,0.0,White,Female
5304,1,0.0,White,Male
5305,1,1.0,White,Male
5306,1,1.0,Black,Male
5307,1,1.0,White,Male
5308,1,1.0,White,Male
5309,1,1.0,White,Male
5310,1,1.0,White,Male
5311,1,1.0,White,Male
5312,1,1.0,White,Female
5313,1,1.0,White,Female
5314,1,0.0,Hispanic,Male
5315,1,1.0,White,Female
5316,1,0.0,Asian,Female
5317,1,1.0,White,Female
5318,1,1.0,Hispanic,Female
5319,0,0.0,White,Male
5320,1,0.0,White,Male
5321,1,0.0,White,Male
5322,1,1.0,White,Male
5323,1,1.0,White,Male
5324,1,1.0,White,Female
5325,1,1.0,Asian,Male
5326,1,0.0,White,Female
5327,1,1.0,White,Male
5328,1,0.0,Hispanic,Female
5329,1,0.0,White,Male
5330,1,0.0,White,Female
5331,1,1.0,White,Male
5332,1,1.0,White,Female
5333,1,1.0,White,Female
5334,1,0.0,White,Female
5335,1,1.0,White,Male
5336,1,0.0,White,Male
5337,1,1.0,White,Male
5338,1,0.0,Black,Female
5339,1,0.0,White,Male
5340,1,0.0,White,Female
5341,1,0.0,Black,Female
5342,1,1.0,White,Male
5343,1,0.0,Hispanic,Male
5344,1,0.0,White,Male
5345,1,1.0,White,Male
5346,1,1.0,White,Male
5347,1,0.0,Black,Female
5348,0,0.0,Hispanic,Female
5349,1,0.0,White,Female
5350,1,1.0,White,Female
5351,1,0.0,White,Female
5352,0,0.0,Hispanic,Female
5353,1,1.0,White,Male
5354,1,0.0,Hispanic,Male
5355,1,0.0,White,Female
5356,1,0.0,White,Female
5357,1,0.0,White,Female
5358,1,0.0,White,Male
5359,1,0.0,Hispanic,Male
5360,1,0.0,White,Female
5361,1,1.0,White,Female
5362,1,0.0,Asian,Male
5363,1,1.0,White,Female
5364,1,0.0,Hispanic,Female
5365,1,0.0,White,Female
5366,1,1.0,White,Male
5367,1,0.0,White,Female
5368,1,1.0,Black,Male
5369,1,0.0,Hispanic,Female
5370,1,1.0,White,Female
5371,1,1.0,White,Female
5372,1,1.0,White,Male
5373,1,0.0,White,Female
5374,1,1.0,Hispanic,Male
5375,1,0.0,Hispanic,Male
5376,1,0.0,White,Female
5377,0,0.0,White,Female
5378,1,0.0,White,Female
5379,1,0.0,White,Female
5380,1,0.0,White,Male
5381,1,0.0,Asian,Male
5382,1,0.0,White,Female
5383,1,1.0,White,Male
5384,1,1.0,White,Male
5385,1,0.0,White,Female
5386,1,1.0,White,Female
5387,1,0.0,White,Male
5388,1,1.0,White,Male
5389,1,0.0,Black,Female
5390,0,0.0,Black,Male
5391,1,1.0,White,Male
5392,1,1.0,White,Male
5393,1,1.0,White,Female
5394,1,1.0,White,Female
5395,1,1.0,White,Female
5396,1,0.0,White,Male
5397,1,0.0,Hispanic,Male
5398,1,1.0,White,Female
5399,1,1.0,White,Female
5400,1,0.0,Asian,Female
5401,1,0.0,White,Male
5402,1,1.0,Black,Female
5403,1,1.0,White,Male
5404,1,0.0,Hispanic,Male
5405,1,1.0,White,Male
5406,1,0.0,Hispanic,Male
5407,1,1.0,White,Female
5408,1,0.0,Other,Male
5409,1,1.0,Black,Male
5410,1,1.0,Asian,Female
5411,1,0.0,White,Male
5412,1,0.0,White,Male
5413,1,1.0,White,Female
5414,1,0.0,White,Male
5415,1,1.0,White,Male
5416,1,1.0,White,Male
5417,1,1.0,White,Female
5418,1,1.0,White,Male
5419,1,0.0,White,Male
5420,1,0.0,White,Male
5421,1,1.0,White,Female
5422,1,1.0,White,Male
5423,1,0.0,White,Male
5424,1,1.0,White,Female
5425,1,1.0,White,Male
5426,1,1.0,White,Male
5427,1,1.0,White,Male
5428,1,1.0,White,Male
5429,1,1.0,White,Male
5430,1,1.0,White,Male
5431,1,1.0,White,Male
5432,1,0.0,Black,Female
5433,1,0.0,White,Female
